,323_CT,381_CT,398_CT,382_CT,397_CT,485_CT,486_CT,487_CT,488_CT,489_CT,490_CT,491_CT,492_CT,494_CT,496_CT,497_CT,498_CT,499_CT,500_CT,501_CT,472_CT,459_CT,323_LT,381_LT,398_LT,382_LT,397_LT,489_LT,496_LT,472_LT,459_LT
A0A024R3A2,1.066204852,-0.170257082,-0.315818915,-0.051026903,-0.030066653,0.260791725,-0.516543792,-0.626149705,1.200068338,-0.144285372,0.7872573,-1.397140158,1.470373465,-0.799900332,-1.149139364,0.830820045,-1.423516504,-0.178239168,-2.259790858,-0.283109608,-0.101325832,-1.61493413,1.141292484,-0.723275397,0.014090329,1.948457453,-0.258630382,-0.138535518,0.126968217,-0.208945933,-0.243525561
A0A024R3B5,0.486287256,-0.354380517,1.061101729,0.57660117,-0.644124943,0.194501127,0.628261059,0.091893051,0.717707494,-0.727821137,0.311936313,-0.610237333,-0.400064217,-0.743664199,0.493623515,0.006247367,-0.353860782,0.049364548,-0.171946449,-1.832291848,0.368300534,2.715596581,-0.244924784,-2.509116528,0.412375488,-0.013014008,-1.204036392,-0.267888409,0.476735283,-1.294305889,2.455121876
A0A024R3B7,-0.172996358,2.005061307,1.890878985,-1.263568392,1.581319161,0.419394703,-1.0011393,-0.151391029,0.547981525,-0.174574006,-0.43454587,-0.77845736,0.229674538,1.04194806,1.164847335,-0.354131786,0.25013171,-0.232168762,1.04614472,-2.330319305,-0.183187683,-0.784822604,1.870529341,0.098483821,2.10072853,1.424515135,-1.043030517,-1.714251236,1.614216951,-0.912809208,-0.002637253
A0A024R3C0,-0.977234185,-0.980667521,0.756561961,0.524004201,-1.330704178,-0.156791258,1.883387871,0.034080361,0.670913722,0.200641357,-0.519089123,-1.066171438,0.498617727,1.203696809,-2.551990132,0.547576094,0.210023036,0.171658217,0.065775819,-1.906198227,-0.958936101,0.189178829,-0.625486789,0.485661475,-1.130742225,-1.039945241,0.362330924,-0.023428025,1.18853175,-0.300458178,-1.071376676
A0A024R3C4,0.139992971,0.438512252,0.316465193,0.953301207,-1.766203161,-0.476057289,-0.19298371,0.150798077,-0.52629102,1.224447326,0.707564762,0.103577945,-1.832069792,1.208085003,0.011037516,0.15794651,1.67357051,0.547402118,-0.631130939,0.287021383,-0.671893704,-0.002373072,-1.058185328,1.103016366,1.00753666,-2.175228946,-1.41118815,0.020614731,0.15970672,1.246544233,0.094499033
A0A024R3C7,-0.528367919,-0.298777601,1.543463342,0.066826404,-0.077863488,-1.138891926,-0.224494116,-0.009381097,0.702499658,1.737136873,0.4281779,0.48810909,-0.023739467,-2.20302503,-0.249175867,-0.036839274,0.292018853,-0.155012203,-0.051148109,-0.349238303,-0.278490322,1.2919143,0.238666684,2.087166857,0.543263854,0.826668162,-0.649464566,0.279522985,-0.05671043,-1.344306009,-0.716855845
A0A024R3D4,-0.151289714,-0.80673389,-0.02836332,-0.246703028,0.338467106,-0.019189969,-0.021375088,-1.169869565,0.75395048,0.380732371,0.548303991,-0.116166547,2.086901436,1.079304503,-0.478658341,0.040527249,-0.138240283,1.556929631,-1.512223671,-0.240449944,-1.836223741,0.763301803,0.536738967,1.841417232,1.462597193,-0.825259935,-0.549729711,0.762846779,-0.536130616,1.174432968,-2.524516794
A0A024R3D8,0.889153657,0.202601073,-0.850953202,0.933454238,0.7367835,-1.347986697,0.367913915,-0.417152333,0.727146857,0.449136082,0.363244388,-0.516372534,1.306722837,-1.360195109,0.937666196,0.823101427,0.146750442,0.137187721,-0.449809915,-1.521249897,0.736597033,1.180100075,0.643949324,-3.690981792,-0.575392388,0.465046382,-1.002930185,0.416131909,-0.018930099,-0.626789034,0.841667168
A0A024R3E0,0.616550971,-0.070272561,0.767436944,0.496299771,0.120097303,0.538839683,0.037839349,0.471680034,-0.075337702,0.606006516,-0.037635095,-0.037736746,0.120490008,-4.797933649,0.226291015,0.340006404,-0.221282934,0.696104442,-0.008152211,0.072533027,0.972152374,0.340130726,0.767350299,0.481511705,-0.320437471,0.076456837,0.082955441,0.051347864,0.15276545,-0.156466209,-0.345414346
A0A024R3E3,-0.228947387,0.12583108,-0.385913245,-0.839632924,0.376673716,0.166064893,0.52131392,-1.124085958,-0.654582769,-0.166736233,-1.834131288,-0.42601667,-0.199328745,-0.109173092,-0.255300426,0.99385001,-1.012615314,-0.705635735,-1.224589564,-0.644121101,2.450586173,-0.746405136,1.139118693,1.123456187,1.875364682,1.012569272,1.910629278,-0.492468465,0.795920241,0.666598067,-1.731331459
A0A024R3F4,-0.021260963,-0.301251588,-0.243590417,-0.996646188,-0.724889496,-0.468004314,0.612333415,-0.58516259,-0.381475011,-0.343520171,-1.057346363,2.576689533,1.216165447,0.721666305,-0.449615728,-0.133378882,-2.002901825,0.080059982,-0.042443556,0.834498855,-0.46282964,-2.042860578,-1.813391982,-0.827408792,0.312892046,0.253027631,2.625171933,-1.009675693,0.363101483,0.793479967,0.131299305
A0A024R3F8,-1.889478974,0.538134764,0.980383532,0.025777748,-0.136038728,-0.628204967,1.131124619,-1.194527999,0.662804855,-0.252000279,1.022499909,-0.608955153,-0.089426345,0.537737152,-1.459444328,0.126002333,0.53513406,0.36146298,0.243922959,-0.807009615,1.137553209,-0.356664757,1.41290193,1.40431571,-1.570166198,0.39602054,0.895735605,1.509148355,1.106829912,2.129220367,0.248059826
A0A024R3H2,-2.520295275,0.285322959,-1.780269529,0.138421314,0.408499867,1.754278419,-1.945648275,-0.322307479,0.074450442,-0.226227109,-0.236107045,-0.352013024,0.095808619,0.292039027,1.475593346,-0.116385816,0.228503799,0.01579035,-1.328865328,0.913308305,-0.352077056,-0.331965296,-0.544408465,-0.035206796,-0.820083277,0.479044464,0.576256826,1.474701233,1.556590546,-0.28210813,-0.389051227
A0A024R3H3,0.517318231,0.349076782,-0.969055538,1.222652222,1.202650174,-0.908990626,0.741059927,0.760809192,-0.882611654,1.524289553,0.79734539,0.184532541,-1.600599161,-0.053417921,0.741211721,1.474194221,0.533900264,0.911648081,-0.436934806,0.10544738,0.741059572,1.616858091,-0.280527482,-0.235562471,-0.833724455,-0.642270421,0.340512516,-2.10523739,-0.771187037,-0.137175646,-2.421595786
A0A024R3H8,0.111855726,-1.54678407,0.361239686,1.447358129,-1.764296155,0.61800567,1.517705984,-0.674785275,1.071961206,-1.181280905,-0.022911572,-1.566417956,-0.375022667,0.073232277,1.22970321,0.922858409,-0.500129953,-0.624001778,0.229861452,-0.382205794,-0.034004797,0.897147063,-0.205447039,-0.054686152,0.551319969,1.522831005,-1.15967064,0.790454645,-0.218256226,-0.535287196,2.15456677
A0A024R3H9,-0.374875198,-0.052514899,0.459490911,0.020705301,-0.089616116,0.179196849,-0.131390633,-0.972505834,0.481553981,-0.476290998,2.280087205,-0.814033535,0.494782714,-3.250072934,2.051066456,-0.33147476,-0.587130638,-0.072734306,1.786402306,-0.015271395,0.188723203,-0.137740855,-0.229468848,-0.892374395,0.354311899,0.062351071,0.841676418,0.424585758,2.661738911,-0.320702146,-0.11389211
A0A024R3I5,-0.268175167,1.348737893,0.411488557,-0.859257673,0.897477241,0.026267914,-0.277221247,0.321446842,0.434262202,0.405802455,0.148865393,1.336570346,-0.298707606,2.31576029,-0.046884819,0.359642113,0.686491157,0.686829631,0.419864566,-0.145567554,0.850913266,0.731454707,0.045122983,-0.415455768,-1.328264845,-2.692301062,-0.323608184,-1.430126214,-0.969020672,-0.800065485,-0.700919145
A0A024R3I8,0.56555394,-0.08204683,3.197390376,0.448106744,0.232674177,-0.714908344,0.805186505,0.780169034,-0.163796311,-1.099695406,-0.075838537,-1.301764253,0.015423414,-1.107716601,0.062675042,-0.309148017,0.144795098,-0.072230733,-0.225152922,-2.27619398,-0.912162342,-0.868109357,-0.34591079,-0.0620913,-1.216163114,-0.55198536,-1.89035577,0.898220286,0.361101424,-0.334235387,-0.826948918
A0A024R3J1,-0.485889685,0.517914053,0.453387895,1.889906114,-1.212031008,1.075889775,-0.289088738,-0.103592284,1.156999939,-0.128510553,0.310573414,0.996061019,-0.086363376,1.673654166,-1.153664814,-2.192108064,0.885255651,-0.643504517,-0.667134932,1.073594803,1.074071516,0.665970824,-1.509296338,1.828102052,0.156611913,0.213112229,2.072870964,0.032104913,-0.715629615,0.672356225,0.710833024
A0A024R3J7,0.764916516,-0.661306646,0.172199998,0.339102812,-0.257100363,0.829935635,0.496834514,0.54917548,1.350170714,0.195731076,0.31234632,0.333069211,-0.608521053,-1.52506912,0.874119706,0.494721446,0.308227985,0.646331553,-0.436847011,-0.502218236,-1.114877649,1.198215196,0.287084892,-4.141625828,-0.254997495,-0.823197306,-0.251354814,0.652797695,0.954770712,-1.086809037,0.711157293
A0A024R3K1,-0.719817972,-0.996405542,-0.07712589,0.583605964,-0.745642591,2.05132501,-0.244533462,-0.609149661,-0.053890193,-0.901316589,-1.02719531,-0.066482645,-1.340454079,-0.175159902,-1.348811158,-1.617566584,-2.049463347,-0.216560401,2.226754308,0.899904845,0.233481295,-0.540568168,1.066297907,0.992246307,0.036145794,0.717267391,1.387096568,0.266156935,-0.24640886,1.42981593,-0.965099823
A0A024R3K9,0.6217625,-0.347836621,0.357353071,1.724437181,-0.418757359,0.106251951,-0.889108836,0.506499983,0.580523155,-0.009313838,1.571365875,1.184871833,-0.135484708,-1.089049999,1.518738026,-0.695577145,-1.942301057,-0.341927456,1.132100072,-0.537523709,-2.187303411,0.517910929,-0.921226035,-0.369169181,1.940950036,-0.148157594,0.696506068,-1.12412054,-2.058648522,1.881803717,-0.762930891
A0A024R3L8,0.092231146,1.095872197,0.571771918,-0.291231201,-0.432913393,0.366322375,-1.054431635,-0.685848959,1.933781501,-0.603029995,-0.164528361,-0.237216543,1.721129179,0.099784737,-0.457437021,-0.67125981,-0.29577448,-0.320784714,-0.156284853,1.03809353,0.206575652,2.270851935,0.362486827,1.704570912,-0.135572104,0.762810227,0.065931066,1.359509031,0.083206826,-1.164807371,-1.356884714
A0A024R3L9,-0.723664581,1.651789773,1.383106453,0.76247806,-0.565993526,-0.525626348,-0.439955726,0.250854052,-0.027476576,-0.425257592,-0.204642887,-0.586562877,-0.44569722,-0.125004579,-0.359424456,-0.429141143,-0.175553488,0.098158765,-0.348455024,-0.349477383,-0.549622329,-0.256588322,-0.361949508,2.072777589,1.789125512,0.122351938,4.612225328,-0.141032784,-0.260795629,-0.438048599,-0.384379227
